;samples;proportion embryonal;proportion non-embryonal non-seminoma;train_fold_length;comment
train fold 1230;['TCGA-2G-AALP-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAFJ-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AALP-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGV-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGN-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGW-01', 'TCGA-YU-A94I-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGC-01'];0.10810810810810811;0.8918918918918919;37;with replacement, with weights, with desired proportions, fixed size
train fold 1231;['TCGA-SN-A84W-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AALP-01', 'TCGA-XE-AAOJ-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGY-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFV-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGX-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-AAOB-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A94I-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAGY-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGW-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAFV-01', 'TCGA-YU-A94D-01'];0.10810810810810811;0.8918918918918919;37;with replacement, with weights, with desired proportions, fixed size
train fold 1232;['TCGA-2G-AAGX-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAGC-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGV-01', 'TCGA-XE-AAOJ-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGY-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAG5-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGN-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGX-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGW-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGT-01'];0.10810810810810811;0.8918918918918919;37;with replacement, with weights, with desired proportions, fixed size
train fold 1233;['TCGA-2G-AAGV-01', 'TCGA-2G-AAL7-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAL5-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAL5-01', 'TCGA-YU-AA4L-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGC-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAL5-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGC-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAG5-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAL5-01', 'TCGA-XY-A8S2-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFV-01'];0.10810810810810811;0.8918918918918919;37;with replacement, with weights, with desired proportions, fixed size
train fold 1234;['TCGA-YU-A94I-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAL5-01', 'TCGA-YU-A90P-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFL-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAH2-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFM-01', 'TCGA-YU-AA4L-01', 'TCGA-XE-AAOC-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGV-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AALP-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGW-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAG5-01'];0.10810810810810811;0.8918918918918919;37;with replacement, with weights, with desired proportions, fixed size
train fold 1235;['TCGA-2G-AAGC-01', 'TCGA-2G-AAFV-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAL5-01', 'TCGA-YU-A94I-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAFV-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAG5-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGE-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94I-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-AAOJ-01', 'TCGA-YU-A94I-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAH2-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGY-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAH2-01'];0.10810810810810811;0.8918918918918919;37;with replacement, with weights, with desired proportions, fixed size
train fold 1236;['TCGA-2G-AAGT-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGY-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGT-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFV-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGZ-01', 'TCGA-XE-AAOC-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGV-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94I-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAH2-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGZ-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFM-01', 'TCGA-YU-A94D-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAFJ-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGX-01'];0.10810810810810811;0.8918918918918919;37;with replacement, with weights, with desired proportions, fixed size
train fold 1237;['TCGA-2G-AAKL-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGT-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGC-01', 'TCGA-SN-A84W-01', 'TCGA-YU-A94I-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGX-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAFJ-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGZ-01', 'TCGA-XE-AAOJ-01'];0.10810810810810811;0.8918918918918919;37;with replacement, with weights, with desired proportions, fixed size
train fold 1238;['TCGA-2G-AAFV-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAG8-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AALP-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGT-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGE-01', 'TCGA-XE-AAOJ-01', 'TCGA-YU-A94D-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAFV-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAH2-01'];0.21621621621621623;0.7837837837837838;37;with replacement, with weights, with desired proportions, fixed size
train fold 1239;['TCGA-XY-A8S2-01', 'TCGA-YU-AA4L-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAG5-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGW-01', 'TCGA-YU-A94D-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGT-01', 'TCGA-YU-AA4L-01', 'TCGA-XE-AAOB-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-AAOB-01', 'TCGA-XE-AAOJ-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGO-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAFV-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAL7-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGC-01', 'TCGA-XE-AAOB-01'];0.1891891891891892;0.8108108108108109;37;with replacement, with weights, with desired proportions, fixed size
train fold 1240;['TCGA-2G-AAGC-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAFN-01', 'TCGA-YU-AA4L-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAKL-01', 'TCGA-SN-A84W-01', 'TCGA-XE-AAOC-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGC-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAKL-01', 'TCGA-SN-A84W-01'];0.21621621621621623;0.7837837837837838;37;with replacement, with weights, with desired proportions, fixed size
train fold 1241;['TCGA-2G-AAGE-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAL5-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGX-01', 'TCGA-W4-A7U4-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAH2-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAFJ-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGE-01', 'TCGA-XE-AAOC-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAH2-01', 'TCGA-XY-A8S2-01'];0.21621621621621623;0.7837837837837838;37;with replacement, with weights, with desired proportions, fixed size
train fold 1242;['TCGA-2G-AAFM-01', 'TCGA-2G-AAGC-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAFJ-01', 'TCGA-SN-A84W-01', 'TCGA-XE-AAOC-01', 'TCGA-XY-A8S2-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGY-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGY-01', 'TCGA-XY-A8S2-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGC-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAL5-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFO-01'];0.21621621621621623;0.7837837837837838;37;with replacement, with weights, with desired proportions, fixed size
train fold 1243;['TCGA-2G-AAGX-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAG5-01', 'TCGA-XE-AAOC-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGN-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGC-01', 'TCGA-XE-AAOC-01', 'TCGA-XE-AAOC-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGN-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AALP-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAFM-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGV-01', 'TCGA-XE-AAOJ-01'];0.1891891891891892;0.8108108108108109;37;with replacement, with weights, with desired proportions, fixed size
train fold 1244;['TCGA-SN-A84W-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAFN-01', 'TCGA-YU-A94I-01', 'TCGA-YU-A94I-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAL7-01', 'TCGA-YU-A94I-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOC-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAH2-01', 'TCGA-XE-AAOC-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAFJ-01', 'TCGA-SN-A84W-01', 'TCGA-SN-A84W-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAFO-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAFO-01', 'TCGA-SN-A84W-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGX-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAG8-01'];0.21621621621621623;0.7837837837837838;37;with replacement, with weights, with desired proportions, fixed size
train fold 1245;['TCGA-2G-AAGV-01', 'TCGA-2G-AAGO-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGJ-01', 'TCGA-2G-AAGW-01', 'TCGA-XE-AAOC-01', 'TCGA-YU-AA4L-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGV-01', 'TCGA-YU-A94I-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAH2-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAL7-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGV-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAGO-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGV-01', 'TCGA-YU-AA4L-01'];0.1891891891891892;0.8108108108108109;37;with replacement, with weights, with desired proportions, fixed size
train fold 1246;['TCGA-2G-AAGC-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A94D-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AALP-01', 'TCGA-XE-AAOJ-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAKL-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AALP-01', 'TCGA-YU-A94I-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGX-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAH2-01', 'TCGA-XE-AAOB-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAL7-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAFN-01'];0.21621621621621623;0.7837837837837838;37;with replacement, with weights, with desired proportions, fixed size
train fold 1247;['TCGA-2G-AAFJ-01', 'TCGA-2G-AAGE-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGV-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-AAOB-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAL5-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGX-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGX-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAFL-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAH2-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGA-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAFV-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAFJ-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAFJ-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAH2-01'];0.1891891891891892;0.8108108108108109;37;with replacement, with weights, with desired proportions, fixed size
train fold 1248;['TCGA-SN-A84W-01', 'TCGA-2G-AAL7-01', 'TCGA-XE-AAOB-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAFN-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGX-01', 'TCGA-YU-A94D-01', 'TCGA-2G-AAGA-01', 'TCGA-YU-AA4L-01', 'TCGA-W4-A7U4-01', 'TCGA-2G-AAGW-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAH2-01', 'TCGA-XE-AAOJ-01', 'TCGA-XE-AAOJ-01', 'TCGA-2G-AAGZ-01', 'TCGA-2G-AAGX-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAG8-01', 'TCGA-2G-AAL5-01', 'TCGA-2G-AAGW-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAG5-01', 'TCGA-2G-AAGW-01', 'TCGA-XY-A8S2-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGW-01'];0.1891891891891892;0.8108108108108109;37;with replacement, with weights, with desired proportions, fixed size
train fold 1249;['TCGA-2G-AAL5-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-AAOB-01', 'TCGA-YU-A90P-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AALP-01', 'TCGA-2G-AAGA-01', 'TCGA-2G-AAH2-01', 'TCGA-YU-AA4L-01', 'TCGA-XE-AAOC-01', 'TCGA-2G-AAFJ-01', 'TCGA-YU-A94I-01', 'TCGA-XY-A8S2-01', 'TCGA-XE-AAOC-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGA-01', 'TCGA-YU-AA4L-01', 'TCGA-XE-AAOC-01', 'TCGA-YU-A94I-01', 'TCGA-2G-AAH2-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAFV-01', 'TCGA-2G-AAFY-01', 'TCGA-2G-AAGV-01', 'TCGA-2G-AAGC-01', 'TCGA-2G-AAGY-01', 'TCGA-2G-AAGV-01', 'TCGA-XE-A8H1-01', 'TCGA-2G-AAGT-01', 'TCGA-2G-AAGX-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAFY-01', 'TCGA-YU-AA4L-01', 'TCGA-2G-AAL5-01', 'TCGA-SN-A84W-01', 'TCGA-2G-AAGY-01', 'TCGA-XE-A8H1-01'];0.21621621621621623;0.7837837837837838;37;with replacement, with weights, with desired proportions, fixed size
